X,Y,Z,C
-78.4192,12.0259,-0.9500,4.0000
-78.6005,12.0221,-0.9500,4.0000
-78.7819,12.0170,-0.9500,4.0000
-78.9632,12.0105,-0.9500,4.0000
-79.1445,12.0027,-0.9500,4.0000
-79.3259,11.9935,-0.9500,4.0000
-79.5071,11.9830,-0.9500,4.0000
-79.6884,11.9711,-0.9500,4.0000
-79.8696,11.9579,-0.9500,4.0000
-80.0272,11.7794,-0.7625,13.0000
-80.2063,11.7636,-0.7625,13.0000
-80.3854,11.7466,-0.7625,13.0000
-80.5644,11.7282,-0.7625,13.0000
-80.7434,11.7084,-0.7625,13.0000
-80.9224,11.6873,-0.7625,13.0000
-81.1013,11.6649,-0.7625,13.0000
-81.2802,11.6411,-0.7625,13.0000
-81.4590,11.6160,-0.7625,13.0000
-81.6378,11.5895,-0.7625,13.0000
-81.8165,11.5617,-0.7625,13.0000
-81.9952,11.5325,-0.7625,13.0000
-82.1738,11.5020,-0.7625,13.0000
-82.3523,11.4701,-0.7625,13.0000
-82.5308,11.4369,-0.7625,13.0000
-82.7092,11.4023,-0.7625,13.0000
-82.8875,11.3663,-0.7625,13.0000
-83.0658,11.3290,-0.7625,13.0000
-83.2440,11.2903,-0.7625,13.0000
-83.4221,11.2502,-0.7625,13.0000
-83.6001,11.2088,-0.7625,13.0000
-83.7780,11.1660,-0.7625,13.0000
-83.9559,11.1218,-0.7625,13.0000
-84.1336,11.0762,-0.7625,13.0000
